Date,TempOut,HiTemp,LowTemp,OutHum,DewPt.,WSpeed,WDir,WRun,WHSpeed,HWDir,WChill,HeatIx,ThwIx,ThswI,Bar,Rain,SolRate,SolRad.,HiSlE,Rad.,uvIndex,uDose,hiUV,hetD-D,colD-D,inTemp,inHum,inDew,iHeat,ET,WSamp,WTx,iRecept,arcInt,WDir_deg,HWDir_deg,Punto,Polvo_PM10,clase
2022-12-04,4.929166666666666,12.6,-1.8,18.0,-18.58125,15.979166666666666,SSW,383.75,74.0,SSE,-2.9,10.3,1.0958333333333334,-0.8916666666666666,704.18125,0.0,0.0,225.02083333333334,38.23,248.14583333333334,6.4,0.2860416666666667,6.4,13.401,0.0,12.458333333333334,11.0,-17.695833333333333,22.8,5.76,33257,1,99.99374999999999,30,202.5,157.5,CHIN,97.0,False
2022-12-04,4.929166666666666,12.6,-1.8,18.0,-18.58125,15.979166666666666,SSW,383.75,74.0,SSE,-2.9,10.3,1.0958333333333334,-0.8916666666666666,704.18125,0.0,0.0,225.02083333333334,38.23,248.14583333333334,6.4,0.2860416666666667,6.4,13.401,0.0,12.458333333333334,11.0,-17.695833333333333,22.8,5.76,33257,1,99.99374999999999,30,202.5,157.5,OROS,36.0,False
2022-12-04,4.929166666666666,12.6,-1.8,18.0,-18.58125,15.979166666666666,SSW,383.75,74.0,SSE,-2.9,10.3,1.0958333333333334,-0.8916666666666666,704.18125,0.0,0.0,225.02083333333334,38.23,248.14583333333334,6.4,0.2860416666666667,6.4,13.401,0.0,12.458333333333334,11.0,-17.695833333333333,22.8,5.76,33257,1,99.99374999999999,30,202.5,157.5,OROS2,8.0,False
2022-12-04,4.929166666666666,12.6,-1.8,18.0,-18.58125,15.979166666666666,SSW,383.75,74.0,SSE,-2.9,10.3,1.0958333333333334,-0.8916666666666666,704.18125,0.0,0.0,225.02083333333334,38.23,248.14583333333334,6.4,0.2860416666666667,6.4,13.401,0.0,12.458333333333334,11.0,-17.695833333333333,22.8,5.76,33257,1,99.99374999999999,30,202.5,157.5,STO-D,21.0,False
2022-12-04,4.929166666666666,12.6,-1.8,18.0,-18.58125,15.979166666666666,SSW,383.75,74.0,SSE,-2.9,10.3,1.0958333333333334,-0.8916666666666666,704.18125,0.0,0.0,225.02083333333334,38.23,248.14583333333334,6.4,0.2860416666666667,6.4,13.401,0.0,12.458333333333334,11.0,-17.695833333333333,22.8,5.76,33257,1,99.99374999999999,30,202.5,157.5,CIEN,43.0,False
2022-12-04,4.929166666666666,12.6,-1.8,18.0,-18.58125,15.979166666666666,SSW,383.75,74.0,SSE,-2.9,10.3,1.0958333333333334,-0.8916666666666666,704.18125,0.0,0.0,225.02083333333334,38.23,248.14583333333334,6.4,0.2860416666666667,6.4,13.401,0.0,12.458333333333334,11.0,-17.695833333333333,22.8,5.76,33257,1,99.99374999999999,30,202.5,157.5,LIV,31.0,False
2022-12-05,3.6604166666666664,12.8,-6.2,21.5,-17.164583333333333,6.704166666666667,SW,160.85,38.6,SW,-5.9,10.6,1.5791666666666666,-0.2583333333333333,710.4979166666667,0.0,0.0,187.64583333333334,31.87,202.5,4.4,0.2020833333333333,4.4,14.665,0.0,15.768749999999999,15.0,-11.28125,26.5,3.79,33298,1,99.99166666666667,30,225.0,225.0,20V,8.0,False
2022-12-05,3.6604166666666664,12.8,-6.2,21.5,-17.164583333333333,6.704166666666667,SW,160.85,38.6,SW,-5.9,10.6,1.5791666666666666,-0.2583333333333333,710.4979166666667,0.0,0.0,187.64583333333334,31.87,202.5,4.4,0.2020833333333333,4.4,14.665,0.0,15.768749999999999,15.0,-11.28125,26.5,3.79,33298,1,99.99166666666667,30,225.0,225.0,DOMO,5.0,False
2022-12-05,3.6604166666666664,12.8,-6.2,21.5,-17.164583333333333,6.704166666666667,SW,160.85,38.6,SW,-5.9,10.6,1.5791666666666666,-0.2583333333333333,710.4979166666667,0.0,0.0,187.64583333333334,31.87,202.5,4.4,0.2020833333333333,4.4,14.665,0.0,15.768749999999999,15.0,-11.28125,26.5,3.79,33298,1,99.99166666666667,30,225.0,225.0,NP3,10.0,False
2022-12-05,3.6604166666666664,12.8,-6.2,21.5,-17.164583333333333,6.704166666666667,SW,160.85,38.6,SW,-5.9,10.6,1.5791666666666666,-0.2583333333333333,710.4979166666667,0.0,0.0,187.64583333333334,31.87,202.5,4.4,0.2020833333333333,4.4,14.665,0.0,15.768749999999999,15.0,-11.28125,26.5,3.79,33298,1,99.99166666666667,30,225.0,225.0,DCOLAS,25.0,False
2022-12-06,-2.2312499999999997,5.8,-10.7,17.5,-23.920833333333334,2.4,ENE,57.86,24.1,N,-10.4,4.4,-3.420833333333333,-5.402083333333334,719.0916666666667,0.0,0.0,179.41666666666666,29.11,193.08333333333334,5.7,0.25937499999999997,5.7,20.569,0.0,17.900000000000002,12.0,-12.077083333333334,27.7,2.64,33461,1,99.95833333333333,30,67.5,0.0,STO-D,45.0,False
2022-12-06,-2.2312499999999997,5.8,-10.7,17.5,-23.920833333333334,2.4,ENE,57.86,24.1,N,-10.4,4.4,-3.420833333333333,-5.402083333333334,719.0916666666667,0.0,0.0,179.41666666666666,29.11,193.08333333333334,5.7,0.25937499999999997,5.7,20.569,0.0,17.900000000000002,12.0,-12.077083333333334,27.7,2.64,33461,1,99.95833333333333,30,67.5,0.0,CIEN,28.0,False
2022-12-08,5.708333333333333,15.3,-5.6,19.0,-15.991666666666667,17.264583333333334,NW,414.4,70.8,NNW,-6.6,12.4,1.8020833333333333,0.06666666666666655,708.0500000000001,0.0,0.0,222.85416666666666,33.89,243.64583333333334,8.5,0.4089583333333333,8.7,12.631,0.0,14.279166666666667,12.0,-14.502083333333333,24.8,6.06,33504,1,100.0,30,315.0,337.5,CHIN,51.0,False
2022-12-08,5.708333333333333,15.3,-5.6,19.0,-15.991666666666667,17.264583333333334,NW,414.4,70.8,NNW,-6.6,12.4,1.8020833333333333,0.06666666666666655,708.0500000000001,0.0,0.0,222.85416666666666,33.89,243.64583333333334,8.5,0.4089583333333333,8.7,12.631,0.0,14.279166666666667,12.0,-14.502083333333333,24.8,6.06,33504,1,100.0,30,315.0,337.5,OROS,30.0,False
2022-12-08,5.708333333333333,15.3,-5.6,19.0,-15.991666666666667,17.264583333333334,NW,414.4,70.8,NNW,-6.6,12.4,1.8020833333333333,0.06666666666666655,708.0500000000001,0.0,0.0,222.85416666666666,33.89,243.64583333333334,8.5,0.4089583333333333,8.7,12.631,0.0,14.279166666666667,12.0,-14.502083333333333,24.8,6.06,33504,1,100.0,30,315.0,337.5,LIV,42.0,False
